date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:32:17	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2018%20Feb%202022%2006:32:16%20GMT	http://localhost/wp/vampirefamily	C:/My%20Web%20Sites/vampirefamily/localhost/wp/vampirefamily.0.delayed	(from )
13:32:17	296/296	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2018%20Feb%202022%2006:32:17%20GMT	http://localhost/robots.txt		(from )
13:32:20	78948/78948	---MC-	200	added ('OK')	text/html	date:Fri,%2018%20Feb%202022%2006:32:17%20GMT	http://localhost/wp/vampirefamily/	C:/My%20Web%20Sites/vampirefamily/localhost/wp/vampirefamily/index.html	(from )
13:32:20	79227/79227	---M--	200	added ('OK')	text/css	etag:%221357b-5d545ddab3d00%22	http://localhost/wp/wp-includes/css/dist/block-library/style.min.css?ver=5.9	C:/My%20Web%20Sites/vampirefamily/localhost/wp/wp-includes/css/dist/block-library/style.min271b.css	(from http://localhost/wp/vampirefamily/)
13:32:22	1650/1650	---M--	200	added ('OK')	application/rss+xml	etag:%2221e6661081c83e2aa54231e5787557e3%22	http://localhost/wp/comments/feed/	C:/My%20Web%20Sites/vampirefamily/localhost/wp/comments/feed/index.html	(from http://localhost/wp/vampirefamily/)
13:32:22	476/476	---M--	200	added ('OK')	text/css	etag:%221dc-5d779a44334c2%22	http://localhost/wp/wp-content/plugins/animated-typing-effect/assets/css/cursor.css?ver=5.9	C:/My%20Web%20Sites/vampirefamily/localhost/wp/wp-content/plugins/animated-typing-effect/assets/css/cursor271b.css	(from http://localhost/wp/vampirefamily/)
13:32:22	1959/1959	---M--	200	added ('OK')	application/rss+xml	etag:%22f74e608b0bfd58a47edacbd0732adc1b%22	http://localhost/wp/feed/	C:/My%20Web%20Sites/vampirefamily/localhost/wp/feed/index.html	(from http://localhost/wp/vampirefamily/)
13:32:22	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2018%20Feb%202022%2006:32:21%20GMT	http://s.w.org/	C:/My%20Web%20Sites/vampirefamily/s.w.org/index.html	(from http://localhost/wp/vampirefamily/)
13:32:22	13158/13158	---M--	200	added ('OK')	text/css	etag:%223366-5d780bce4b24d%22	http://localhost/wp/wp-content/plugins/wp-night-mode/public/css/wp-night-mode-public.css?ver=1.0.0	C:/My%20Web%20Sites/vampirefamily/localhost/wp/wp-content/plugins/wp-night-mode/public/css/wp-night-mode-public8a54.css	(from http://localhost/wp/vampirefamily/)
13:32:23	156389/156389	---M--	200	added ('OK')	text/css	etag:%22262e5-5d62d48a1f800%22	http://localhost/wp/wp-content/themes/twentytwentyone/style.css?ver=1.5	C:/My%20Web%20Sites/vampirefamily/localhost/wp/wp-content/themes/twentytwentyone/style7ef2.css	(from http://localhost/wp/vampirefamily/)
13:32:23	2897/2897	---M--	200	added ('OK')	text/css	etag:%22b51-5b3ed2fda25c0%22	http://localhost/wp/wp-content/themes/twentytwentyone/assets/css/print.css?ver=1.5	C:/My%20Web%20Sites/vampirefamily/localhost/wp/wp-content/themes/twentytwentyone/assets/css/print7ef2.css	(from http://localhost/wp/vampirefamily/)
13:32:23	19050/19050	---M--	200	added ('OK')	text/css	etag:%224a6a-5d779ac92570a%22	http://localhost/wp/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.14.0	C:/My%20Web%20Sites/vampirefamily/localhost/wp/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.mine900.css	(from http://localhost/wp/vampirefamily/)
13:32:24	98820/98820	---M--	200	added ('OK')	text/css	etag:%2218204-5d779ac7bb7f5%22	http://localhost/wp/wp-content/plugins/elementor/assets/css/frontend-lite.min.css?ver=3.5.5	C:/My%20Web%20Sites/vampirefamily/localhost/wp/wp-content/plugins/elementor/assets/css/frontend-lite.mina25a.css	(from http://localhost/wp/vampirefamily/)
13:32:25	946/946	---M--	200	added ('OK')	text/css	etag:%223b2-5d779d8b677c4%22	http://localhost/wp/wp-content/uploads/elementor/css/post-7.css?ver=1644293210	C:/My%20Web%20Sites/vampirefamily/localhost/wp/wp-content/uploads/elementor/css/post-7f92f.css	(from http://localhost/wp/vampirefamily/)
13:32:25	127275/127275	---M--	200	added ('OK')	text/css	etag:%221f12b-5d779a84eb3fc%22	http://localhost/wp/wp-content/plugins/elementor-pro/assets/css/frontend-lite.min.css?ver=3.5.2	C:/My%20Web%20Sites/vampirefamily/localhost/wp/wp-content/plugins/elementor-pro/assets/css/frontend-lite.min49eb.css	(from http://localhost/wp/vampirefamily/)
13:32:27	39078/39078	---M--	200	added ('OK')	text/css	etag:%2298a6-5d77acea7e18a%22	http://localhost/wp/wp-content/uploads/elementor/css/global.css?ver=1644297336	C:/My%20Web%20Sites/vampirefamily/localhost/wp/wp-content/uploads/elementor/css/global1a84.css	(from http://localhost/wp/vampirefamily/)
13:32:29	46648/46648	---M--	200	added ('OK')	text/css	etag:%22b638-5d844e4f0564d%22	http://localhost/wp/wp-content/uploads/elementor/css/post-796.css?ver=1645165293	C:/My%20Web%20Sites/vampirefamily/localhost/wp/wp-content/uploads/elementor/css/post-796b47e.css	(from http://localhost/wp/vampirefamily/)
13:32:29	7446/7446	---MC-	200	added ('OK')	text/css	date:Fri,%2018%20Feb%202022%2006:32:29%20GMT	https://fonts.googleapis.com/css?family=Roboto%3A100%2C100italic%2C200%2C200italic%2C300%2C300italic%2C400%2C400italic%2C500%2C500italic%2C600%2C600italic%2C700%2C700italic%2C800%2C800italic%2C900%2C900italic%7CRoboto+Slab%3A100%2C100italic%2C200%2C200italic%2C300%2C300italic%2C400%2C400italic%2C500%2C500italic%2C600%2C600italic%2C700%2C700italic%2C800%2C800italic%2C900%2C900italic%7CPoppins%3A100%2C100italic%2C200%2C200italic%2C300%2C300italic%2C400%2C400italic%2C500%2C500italic%2C600%2C600italic%2C700%2C700italic%2C800%2C800italic%2C900%2C900italic&display=auto&ver=5.9	C:/My%20Web%20Sites/vampirefamily/fonts.googleapis.com/csscbc4.css	(from http://localhost/wp/vampirefamily/)
13:32:30	57912/57912	---M--	200	added ('OK')	text/css	etag:%22e238-5d779ac941546%22	http://localhost/wp/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min.css?ver=5.15.3	C:/My%20Web%20Sites/vampirefamily/localhost/wp/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min52d5.css	(from http://localhost/wp/vampirefamily/)
13:32:31	675/675	---M--	200	added ('OK')	text/css	etag:%222a3-5d779ac93b781%22	http://localhost/wp/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.15.3	C:/My%20Web%20Sites/vampirefamily/localhost/wp/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min52d5.css	(from http://localhost/wp/vampirefamily/)
13:32:31	669/669	---M--	200	added ('OK')	text/css	etag:%2229d-5d779ac9453cb%22	http://localhost/wp/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3	C:/My%20Web%20Sites/vampirefamily/localhost/wp/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min52d5.css	(from http://localhost/wp/vampirefamily/)
13:32:33	3115/3115	---M--	200	added ('OK')	application/javascript	etag:%22c2b-5d780bce4d18f%22	http://localhost/wp/wp-content/plugins/wp-night-mode/public/js/wp-night-mode-public.js?ver=1.0.0	C:/My%20Web%20Sites/vampirefamily/localhost/wp/wp-content/plugins/wp-night-mode/public/js/wp-night-mode-public8a54.js	(from http://localhost/wp/vampirefamily/)
13:32:33	11224/11224	---M--	200	added ('OK')	application/javascript	etag:%222bd8-5b45debe27b80%22	http://localhost/wp/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.3.2	C:/My%20Web%20Sites/vampirefamily/localhost/wp/wp-includes/js/jquery/jquery-migrate.mind617.js	(from http://localhost/wp/vampirefamily/)
13:32:36	780/780	---M--	200	added ('OK')	text/xml	date:Fri,%2018%20Feb%202022%2006:32:34%20GMT	http://localhost/wp/xmlrpc.php?rsd	C:/My%20Web%20Sites/vampirefamily/localhost/wp/xmlrpc0db0.php	(from http://localhost/wp/vampirefamily/)
13:32:36	1045/1045	---M--	200	added ('OK')	application/xml	etag:%22415-4ed4785da9bc0%22	http://localhost/wp/wp-includes/wlwmanifest.xml	C:/My%20Web%20Sites/vampirefamily/localhost/wp/wp-includes/wlwmanifest.xml	(from http://localhost/wp/vampirefamily/)
13:32:38	2362/2362	---M--	200	added ('OK')	application/json	date:Fri,%2018%20Feb%202022%2006:32:36%20GMT	http://localhost/wp/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fwp%2Fvampirefamily%2F	C:/My%20Web%20Sites/vampirefamily/localhost/wp/wp-json/oembed/1.0/embed102d.json	(from http://localhost/wp/vampirefamily/)
13:32:40	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2018%20Feb%202022%2006:32:38%20GMT	http://localhost/wp/?p=796	C:/My%20Web%20Sites/vampirefamily/localhost/wp/index89d2.html	(from http://localhost/wp/vampirefamily/)
13:32:40	89521/89521	---M--	200	added ('OK')	application/javascript	etag:%2215db1-5bd3006388300%22	http://localhost/wp/wp-includes/js/jquery/jquery.min.js?ver=3.6.0	C:/My%20Web%20Sites/vampirefamily/localhost/wp/wp-includes/js/jquery/jquery.minaf6c.js	(from http://localhost/wp/vampirefamily/)
13:32:40	46421/46421	---MC-	200	added ('OK')	application/json	date:Fri,%2018%20Feb%202022%2006:32:32%20GMT	http://localhost/wp/wp-json/wp/v2/pages/796	C:/My%20Web%20Sites/vampirefamily/localhost/wp/wp-json/wp/v2/pages/796.json	(from http://localhost/wp/vampirefamily/)
13:32:41	2431/2431	---M--	200	added ('OK')	text/xml	date:Fri,%2018%20Feb%202022%2006:32:40%20GMT	http://localhost/wp/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fwp%2Fvampirefamily%2F&format=xml	C:/My%20Web%20Sites/vampirefamily/localhost/wp/wp-json/oembed/1.0/embed4dcc	(from http://localhost/wp/vampirefamily/)
13:32:41	936/936	---M--	200	added ('OK')	image/jpeg	etag:%223a8-5d84507db36e7%22	http://localhost/wp/wp-content/uploads/2022/02/cropped-WhatsApp-Image-2022-02-17-at-19.15.29-3-32x32.jpeg	C:/My%20Web%20Sites/vampirefamily/localhost/wp/wp-content/uploads/2022/02/cropped-WhatsApp-Image-2022-02-17-at-19.15.29-3-32x32.jpg	(from http://localhost/wp/vampirefamily/)
13:32:42	11026/11026	---MCZ	200	added ('OK')	text/javascript	date:Fri,%2018%20Feb%202022%2006:32:41%20GMT	https://kit.fontawesome.com/73060043bb.js	C:/My%20Web%20Sites/vampirefamily/kit.fontawesome.com/73060043bb.js	(from http://localhost/wp/vampirefamily/)
13:32:42	5410/5410	---M--	200	added ('OK')	image/jpeg	etag:%221522-5d84507da86df%22	http://localhost/wp/wp-content/uploads/2022/02/cropped-WhatsApp-Image-2022-02-17-at-19.15.29-3-192x192.jpeg	C:/My%20Web%20Sites/vampirefamily/localhost/wp/wp-content/uploads/2022/02/cropped-WhatsApp-Image-2022-02-17-at-19.15.29-3-192x192.jpg	(from http://localhost/wp/vampirefamily/)
13:32:42	5121/5121	---M--	200	added ('OK')	image/jpeg	etag:%221401-5d84507dae963%22	http://localhost/wp/wp-content/uploads/2022/02/cropped-WhatsApp-Image-2022-02-17-at-19.15.29-3-180x180.jpeg	C:/My%20Web%20Sites/vampirefamily/localhost/wp/wp-content/uploads/2022/02/cropped-WhatsApp-Image-2022-02-17-at-19.15.29-3-180x180.jpg	(from http://localhost/wp/vampirefamily/)
13:32:46	174696/174696	---MC-	200	added ('OK')	application/json	date:Fri,%2018%20Feb%202022%2006:32:33%20GMT	http://localhost/wp/wp-json/	C:/My%20Web%20Sites/vampirefamily/localhost/wp/wp-json/index.html	(from http://localhost/wp/vampirefamily/)
13:32:46	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2018%20Feb%202022%2006:32:42%20GMT	https://instagram.com/vampirefam.nft	C:/My%20Web%20Sites/vampirefamily/instagram.com/vampirefam.1c.delayed	(from http://localhost/wp/vampirefamily/)
13:32:47	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2018%20Feb%202022%2006:32:46%20GMT	https://www.instagram.com/vampirefam.nft	C:/My%20Web%20Sites/vampirefamily/www.instagram.com/vampirefam.1d.delayed	(from http://localhost/wp/vampirefamily/)
13:32:47	29170/29170	---M--	200	added ('OK')	text/css	etag:%2271f2-5d779a853a191%22	http://localhost/wp/wp-content/plugins/elementor-pro/assets/css/widget-nav-menu.min.css	C:/My%20Web%20Sites/vampirefamily/localhost/wp/wp-content/plugins/elementor-pro/assets/css/widget-nav-menu.min.css	(from http://localhost/wp/vampirefamily/)
